xzhd	2015/7/3	http://www.caas.cn/ysxw/xzhd/258132.shtml	第一届苏云金芽胞杆菌研究与应用学术研讨会在京召开	./data/xzhd/258132.shtml	中国农业科学院植物保护研究所	植保所	2015/7/3	0
yw	2015/7/3	http://www.caas.cn/ysxw/dwzw/258110.shtml	“走进科研一线·讲述精彩故事”专栏上线	./data/dwzw/258110.shtml	中国农业科学院办公室	院办	2015/7/3	0
gjhz	2015/7/6	http://www.caas.cn/ysxw/gjhz/258190.shtml	中国农科院深化对欧农业科技合作	./data/gjhz/258190.shtml	中国农业科学院国际合作局	国合局	2015/7/6	0
gjhz	2015/7/6	http://www.caas.cn/ysxw/gjhz/258177.shtml	研究生院与澳大利亚和新西兰高校开展教育合作	./data/gjhz/258177.shtml	中国农业科学院研究生院	研究生院	2015/7/6	0
gnhz1	2015/7/6	http://www.caas.cn/ysxw/gnhz1/258187.shtml	内蒙古自治区政协副主席到草原所沙尔沁基地调研指导工作	./data/gnhz1/258187.shtml	中国农业科学院草原所	草原所	2015/7/6	0
gnhz1	2015/7/6	http://www.caas.cn/ysxw/gnhz1/258180.shtml	植保所专家深入新疆棉区开展棉花病虫调查和技术指导	./data/gnhz1/258180.shtml	中国农业科学院植物保护研究所	植保所	2015/7/6	0
dwzw	2015/7/6	http://www.caas.cn/ysxw/dwzw/258186.shtml	海淀区人大代表考察植保所科研基地	./data/dwzw/258186.shtml	中国农业科学院植物保护研究所	植保所	2015/7/6	0
dwzw	2015/7/6	http://www.caas.cn/ysxw/dwzw/258184.shtml	中国农科院举办2015年党办主任培训班	./data/dwzw/258184.shtml	中国农业科学院直属机关党委	机关党委	2015/7/6	0
xzhd	2015/7/6	http://www.caas.cn/ysxw/xzhd/258189.shtml	植保所主办第二届全国玉米有害生物控制技术学术研讨会	./data/xzhd/258189.shtml	中国农业科学院植物保护研究所	植保所	2015/7/6	0
xzhd	2015/7/6	http://www.caas.cn/ysxw/xzhd/258185.shtml	生物所与农经所启动协同创新战略合作	./data/xzhd/258185.shtml	中国农业科学院生物技术研究所	生物所	2015/7/6	0
yw	2015/7/6	http://www.caas.cn/ysxw/gjhz/258190.shtml	中国农科院深化对欧农业科技合作	./data/gjhz/258190.shtml	中国农业科学院国际合作局	国合局	2015/7/6	0
yw	2015/7/6	http://www.caas.cn/ysxw/dwzw/258184.shtml	中国农科院举办2015年党办主任培训班	./data/dwzw/258184.shtml	中国农业科学院直属机关党委	机关党委	2015/7/6	0
dwzw	2015/7/7	http://www.caas.cn/ysxw/dwzw/258235.shtml	兰州牧药所开展“强化廉政意识落实廉政责任” 参观学习活动	./data/dwzw/258235.shtml	中国农业科学院兰州畜牧与兽药研究所	兰州牧药所	2015/7/7	0
dwzw	2015/7/7	http://www.caas.cn/ysxw/dwzw/258232.shtml	中国农科院“跨越杯”青年足球友谊赛精彩落幕	./data/dwzw/258232.shtml	中国农业科学院直属机关党委	机关党委	2015/7/7	0
kyjz	2015/7/7	http://www.caas.cn/ysxw/kyjz/258256.shtml	我科学家团队破解水稻粒长调控分子机制	./data/kyjz/258256.shtml	中国水稻研究所	水稻所	2015/7/7	0
xzhd	2015/7/7	http://www.caas.cn/ysxw/xzhd/258249.shtml	绩效考评专家组来院开展科技创新工程启动年绩效考评	./data/xzhd/258249.shtml	中国农业科学院办公室	院办	2015/7/7	0
yw	2015/7/7	http://www.caas.cn/ysxw/kyjz/258256.shtml	我科学家团队破解水稻粒长调控分子机制	./data/kyjz/258256.shtml	中国水稻研究所	水稻所	2015/7/7	0
yw	2015/7/7	http://www.caas.cn/ysxw/xzhd/258249.shtml	绩效考评专家组来院开展科技创新工程启动年绩效考评	./data/xzhd/258249.shtml	中国农业科学院办公室	院办	2015/7/7	0
yw	2015/7/7	http://www.caas.cn/ysxw/dwzw/258232.shtml	中国农科院“跨越杯”青年足球友谊赛精彩落幕	./data/dwzw/258232.shtml	中国农业科学院直属机关党委	机关党委	2015/7/7	0
dwzw	2015/7/8	http://www.caas.cn/ysxw/dwzw/258315.shtml	院机关离退休党总支换届	./data/dwzw/258315.shtml	中国农业科学院人事局	人事局	2015/7/8	0
dwzw	2015/7/8	http://www.caas.cn/ysxw/dwzw/258268.shtml	深入科研一线，践行“三严三实”	./data/dwzw/258268.shtml	中国农业科学院植物保护研究所	植保所	2015/7/8	0
yw	2015/7/8	http://www.caas.cn/ysxw/dwzw/258315.shtml	院机关离退休党总支换届	./data/dwzw/258315.shtml	中国农业科学院人事局	人事局	2015/7/8	0
yw	2015/7/8	http://www.caas.cn/ysxw/dwzw/258268.shtml	深入科研一线，践行“三严三实”	./data/dwzw/258268.shtml	中国农业科学院植物保护研究所	植保所	2015/7/8	0
gjhz	2015/7/9	http://www.caas.cn/ysxw/gjhz/258349.shtml	果树所举办第4期发展中国家果树生产技术培训班	./data/gjhz/258349.shtml	中国农业科学院果树研究所	果树所	2015/7/9	0
rcjy	2015/7/9	http://www.caas.cn/ysxw/rcjy/258352.shtml	质标所举办“农业分析新材料新技术”青年学术沙龙	./data/rcjy/258352.shtml	中国农业科学院农业质量标准与检测技术研究所	质标所	2015/7/9	0
gnhz1	2015/7/9	http://www.caas.cn/ysxw/gnhz1/258371.shtml	全国农业科技成果转移服务中心启动运行	./data/gnhz1/258371.shtml	中国农业科学院成果转化局	成果转化局	2015/7/9	0
dwzw	2015/7/9	http://www.caas.cn/ysxw/dwzw/258376.shtml	中国农科院召开院党组中心组第4次学习会总结交流创新工程综合调研成果	./data/dwzw/258376.shtml	中国农业科学院办公室	院办	2015/7/9	0
dwzw	2015/7/9	http://www.caas.cn/ysxw/dwzw/258351.shtml	院妇工委举办“和谐生活 幸福人生”主题讲座	./data/dwzw/258351.shtml	中国农业科学院直属机关党委	机关党委	2015/7/9	0
xzhd	2015/7/9	http://www.caas.cn/ysxw/xzhd/258393.shtml	农业部重点实验室“十三五”发展规划研讨会在中国农科院召开	./data/xzhd/258393.shtml	中国农业科学院科技管理局	科技局	2015/7/9	0
xzhd	2015/7/9	http://www.caas.cn/ysxw/xzhd/258348.shtml	农产品质量安全监测工作座谈研讨会召开	./data/xzhd/258348.shtml	中国农业科学院农业质量标准与检测技术研究所	质标所	2015/7/9	0
yw	2015/7/9	http://www.caas.cn/ysxw/xzhd/258393.shtml	农业部重点实验室“十三五”发展规划研讨会在中国农科院召开	./data/xzhd/258393.shtml	中国农业科学院科技管理局	科技局	2015/7/9	0
yw	2015/7/9	http://www.caas.cn/ysxw/dwzw/258376.shtml	中国农科院召开院党组中心组第4次学习会总结交流创新工程综合调研成果	./data/dwzw/258376.shtml	中国农业科学院办公室	院办	2015/7/9	0
yw	2015/7/9	http://www.caas.cn/ysxw/gnhz1/258371.shtml	全国农业科技成果转移服务中心启动运行	./data/gnhz1/258371.shtml	中国农业科学院成果转化局	成果转化局	2015/7/9	0
rcjy	2015/7/10	http://www.caas.cn/ysxw/rcjy/258439.shtml	科技创新工程助力质标所研究生培养	./data/rcjy/258439.shtml	中国农业科学院农业质量标准与检测技术研究所	质标所	2015/7/10	0
rcjy	2015/7/10	http://www.caas.cn/ysxw/rcjy/258437.shtml	中国农科院举办博士后管理能力建设专题研修班	./data/rcjy/258437.shtml	中国农业科学院人事局	人事局	2015/7/10	0
dwzw	2015/7/10	http://www.caas.cn/ysxw/dwzw/258443.shtml	农经所党委与顺义区农委开展合作共建	./data/dwzw/258443.shtml	中国农业科学院农业经济与发展研究所	农经所	2015/7/10	0
dwzw	2015/7/10	http://www.caas.cn/ysxw/dwzw/258435.shtml	研究生院和资划所荣获“首都文明单位”称号	./data/dwzw/258435.shtml	中国农业科学院直属机关党委	机关党委	2015/7/10	0
zjgd	2015/7/10	http://www.caas.cn/ysxw/zjgd/258416.shtml	金发忠：基于我国农产品客观特性的质量安全问题思考	./data/zjgd/258416.shtml	中国农业科学院农业质量标准与检测技术研究所	质标所	2015/7/10	0
xzhd	2015/7/10	http://www.caas.cn/ysxw/xzhd/258445.shtml	信息所召开创新工程中期工作会	./data/xzhd/258445.shtml	中国农业科学院农业信息研究所	信息所	2015/7/10	0
xzhd	2015/7/10	http://www.caas.cn/ysxw/xzhd/258408.shtml	农业部马铃薯主食产品及产业开发试点项目推进落实会议在加工所召开	./data/xzhd/258408.shtml	中国农业科学院农产品加工研究所	加工所	2015/7/10	0
xzhd	2015/7/10	http://www.caas.cn/ysxw/xzhd/258398.shtml	全国有机稻米标准化生产交流研讨峰会在江苏召开	./data/xzhd/258398.shtml	中国水稻研究所	水稻所	2015/7/10	0
yw	2015/7/10	http://www.caas.cn/ysxw/dwzw/258435.shtml	研究生院和资划所荣获“首都文明单位”称号	./data/dwzw/258435.shtml	中国农业科学院直属机关党委	机关党委	2015/7/10	0
gjhz	2015/7/13	http://www.caas.cn/ysxw/gjhz/258501.shtml	G20农业市场信息系统粮食库存消费测度方法研讨会召开	./data/gjhz/258501.shtml	中国农业科学院农业信息研究所	信息所	2015/7/13	0
rcjy	2015/7/13	http://www.caas.cn/ysxw/rcjy/258512.shtml	加工所青年员工参加北京青年学术演讲比赛获奖	./data/rcjy/258512.shtml	中国农业科学院农产品加工研究所	加工所	2015/7/13	0
rcjy	2015/7/13	http://www.caas.cn/ysxw/rcjy/258449.shtml	中国农科院举行2015届研究生毕业典礼	./data/rcjy/258449.shtml	中国农业科学院研究生院	研究生院	2015/7/13	0
gnhz1	2015/7/13	http://www.caas.cn/ysxw/gnhz1/258514.shtml	张家口市领导来加工所洽谈马铃薯主食产品开发合作事宜	./data/gnhz1/258514.shtml	中国农业科学院农产品加工研究所	加工所	2015/7/13	0
gnhz1	2015/7/13	http://www.caas.cn/ysxw/gnhz1/258462.shtml	陇南市副市长到油料所考察洽谈	./data/gnhz1/258462.shtml	中国农业科学院油料作物研究所	油料所	2015/7/13	0
xzhd	2015/7/13	http://www.caas.cn/ysxw/xzhd/258490.shtml	生物所承办“满足健康需求的营养型农业”国际学术讨论会	./data/xzhd/258490.shtml	中国农业科学院生物技术研究所	生物所	2015/7/13	0
yw	2015/7/13	http://www.caas.cn/ysxw/gjhz/258501.shtml	G20农业市场信息系统粮食库存消费测度方法研讨会召开	./data/gjhz/258501.shtml	中国农业科学院农业信息研究所	信息所	2015/7/13	0
yw	2015/7/13	http://www.caas.cn/ysxw/rcjy/258449.shtml	中国农科院举行2015届研究生毕业典礼	./data/rcjy/258449.shtml	中国农业科学院研究生院	研究生院	2015/7/13	0
rcjy	2015/7/14	http://www.caas.cn/ysxw/rcjy/258538.shtml	研究生院获“北京地区2014年度学位授予信息报送工作先进单位”荣誉称号	./data/rcjy/258538.shtml	中国农业科学院研究生院	研究生院	2015/7/14	0
gnhz1	2015/7/14	http://www.caas.cn/ysxw/gnhz1/258542.shtml	中国热科院副院长到加工所考察交流  	./data/gnhz1/258542.shtml	中国农业科学院农产品加工研究所	加工所	2015/7/14	0
kyjz	2015/7/14	http://www.caas.cn/ysxw/kyjz/258540.shtml	兰州牧药所试验基地建设项目开工	./data/kyjz/258540.shtml	中国农业科学院兰州畜牧与兽药研究所	兰州牧药所	2015/7/14	0
gjhz	2015/7/15	http://www.caas.cn/ysxw/gjhz/258588.shtml	陈萌山会见格鲁吉亚农业部部长	./data/gjhz/258588.shtml	中国农业科学院国际合作局	国合局	2015/7/15	0
gjhz	2015/7/15	http://www.caas.cn/ysxw/gjhz/258546.shtml	加工所-瓦赫宁根大学农业技术与食品科学系乳品科学联合研究中心成立	./data/gjhz/258546.shtml	中国农业科学院农产品加工研究所	加工所	2015/7/15	0
zjgd	2015/7/15	http://www.caas.cn/ysxw/zjgd/258548.shtml	尤飞等：我国玉米产业面临的形势与调整思路	./data/zjgd/258548.shtml	中国农业科学院农业资源与农业区划研究所	资划所	2015/7/15	0
kyjz	2015/7/15	http://www.caas.cn/ysxw/kyjz/258575.shtml	第四届中国茶叶学会科学技术奖、青年科技奖评选揭晓	./data/kyjz/258575.shtml	中国农业科学院茶叶研究所	茶叶所	2015/7/15	0
xzhd	2015/7/15	http://www.caas.cn/ysxw/xzhd/258586.shtml	作科所牵头实施第三次全国农作物种质资源普查与收集行动	./data/xzhd/258586.shtml	中国农业科学院作物科学研究所	作科所	2015/7/15	0
xzhd	2015/7/15	http://www.caas.cn/ysxw/xzhd/258574.shtml	油料所专家应邀在第14届国际油菜大会上作主题报告 	./data/xzhd/258574.shtml	中国农业科学院油料作物研究所	油料所	2015/7/15	0
xzhd	2015/7/15	http://www.caas.cn/ysxw/xzhd/258554.shtml	植保所与草原所草地植保团队开展协同创新	./data/xzhd/258554.shtml	中国农业科学院植物保护研究所	植保所	2015/7/15	0
yw	2015/7/15	http://www.caas.cn/ysxw/gjhz/258588.shtml	陈萌山会见格鲁吉亚农业部部长	./data/gjhz/258588.shtml	中国农业科学院国际合作局	国合局	2015/7/15	0
yw	2015/7/15	http://www.caas.cn/ysxw/xzhd/258586.shtml	作科所牵头实施第三次全国农作物种质资源普查与收集行动	./data/xzhd/258586.shtml	中国农业科学院作物科学研究所	作科所	2015/7/15	0
yw	2015/7/15	http://www.caas.cn/ysxw/xzhd/258554.shtml	植保所与草原所草地植保团队开展协同创新	./data/xzhd/258554.shtml	中国农业科学院植物保护研究所	植保所	2015/7/15	0
gjhz	2015/7/16	http://www.caas.cn/ysxw/gjhz/258669.shtml	吴孔明会见孟山都公司副总裁	./data/gjhz/258669.shtml	中国农业科学院国际合作局	国合局	2015/7/16	0
gnhz1	2015/7/16	http://www.caas.cn/ysxw/gnhz1/258633.shtml	兰州牧药所“双联”工作获得好评	./data/gnhz1/258633.shtml	中国农业科学院兰州畜牧与兽药研究所	兰州牧药所	2015/7/16	0
dwzw	2015/7/16	http://www.caas.cn/ysxw/dwzw/258672.shtml	中国农科院召开创新工程视频大会通报调研情况部署推进工作	./data/dwzw/258672.shtml	中国农业科学院办公室	院办	2015/7/16	0
dwzw	2015/7/16	http://www.caas.cn/ysxw/dwzw/258620.shtml	李金祥到张掖市下寨村调研	./data/dwzw/258620.shtml	中国农业科学院成果转化局	成果转化局	2015/7/16	0
kyjz	2015/7/16	http://www.caas.cn/ysxw/kyjz/258622.shtml	棉花无人机飞防技术应用取得实质性进展	./data/kyjz/258622.shtml	中国农业科学院棉花研究所	棉花所	2015/7/16	0
xzhd	2015/7/16	http://www.caas.cn/ysxw/xzhd/258677.shtml	“羊绿色增产增效技术集成模式研究与示范”项目推进会召开	./data/xzhd/258677.shtml	中国农业科学院兰州畜牧与兽药研究所	兰州牧药所	2015/7/16	0
xzhd	2015/7/16	http://www.caas.cn/ysxw/xzhd/258635.shtml	农业部蔬菜全产业链信息分析预警试点会商在信息所举行	./data/xzhd/258635.shtml	中国农业科学院农业信息研究所	信息所	2015/7/16	0
xzhd	2015/7/16	http://www.caas.cn/ysxw/xzhd/258630.shtml	家畜疫病病原生物学国家重点实验室第二届学术委员会第四次会议召开	./data/xzhd/258630.shtml	中国农业科学院兰州兽医研究所	兰州兽医所	2015/7/16	0
yw	2015/7/16	http://www.caas.cn/ysxw/xzhd/258677.shtml	“羊绿色增产增效技术集成模式研究与示范”项目推进会召开	./data/xzhd/258677.shtml	中国农业科学院兰州畜牧与兽药研究所	兰州牧药所	2015/7/16	0
yw	2015/7/16	http://www.caas.cn/ysxw/dwzw/258672.shtml	中国农科院召开创新工程视频大会通报调研情况部署推进工作	./data/dwzw/258672.shtml	中国农业科学院办公室	院办	2015/7/16	0
yw	2015/7/16	http://www.caas.cn/ysxw/gjhz/258669.shtml	吴孔明会见孟山都公司副总裁	./data/gjhz/258669.shtml	中国农业科学院国际合作局	国合局	2015/7/16	0
yw	2015/7/16	http://www.caas.cn/ysxw/dwzw/258620.shtml	李金祥到张掖市下寨村调研	./data/dwzw/258620.shtml	中国农业科学院成果转化局	成果转化局	2015/7/16	0
gjhz	2015/7/17	http://www.caas.cn/ysxw/gjhz/258705.shtml	巴基斯坦信德农业大学代表团访问研究生院	./data/gjhz/258705.shtml	中国农业科学院研究生院	研究生院	2015/7/17	0
gjhz	2015/7/17	http://www.caas.cn/ysxw/gjhz/258687.shtml	法国IFO公司主管访问郑果所商讨品种国际开发和育种合作	./data/gjhz/258687.shtml	中国农业科学院郑州果树研究所	郑果所	2015/7/17	0
rcjy	2015/7/17	http://www.caas.cn/ysxw/rcjy/258702.shtml	中国农科院2015年大学生暑期夏令营在京举办	./data/rcjy/258702.shtml	中国农业科学院研究生院	研究生院	2015/7/17	0
rcjy	2015/7/17	http://www.caas.cn/ysxw/rcjy/258699.shtml	质标所召开青年工作委员会成立大会	./data/rcjy/258699.shtml	中国农业科学院农业质量标准与检测技术研究所	质标所	2015/7/17	0
dwzw	2015/7/17	http://www.caas.cn/ysxw/dwzw/258696.shtml	牧医所召开半年工作总结会	./data/dwzw/258696.shtml	中国农业科学院北京畜牧兽医研究所	牧医所	2015/7/17	0
dwzw	2015/7/17	http://www.caas.cn/ysxw/dwzw/258691.shtml	中国农科院获得农业部职工乒乓球比赛团体总分第一名	./data/dwzw/258691.shtml	中国农业科学院直属机关党委	机关党委	2015/7/17	0
kyjz	2015/7/17	http://www.caas.cn/ysxw/kyjz/258685.shtml	蔬菜所2个南瓜新品种通过鉴定	./data/kyjz/258685.shtml	中国农业科学院蔬菜花卉研究所	蔬菜所	2015/7/17	0
xzhd	2015/7/17	http://www.caas.cn/ysxw/xzhd/258704.shtml	蜜蜂所专家应邀出席泰国跨学科可持续研究与发展论坛	./data/xzhd/258704.shtml	中国农业科学院蜜蜂研究所	蜜蜂所	2015/7/17	0
xzhd	2015/7/17	http://www.caas.cn/ysxw/xzhd/258701.shtml	农业部农产品加工重点实验室 2015年度开放课题遴选工作结束	./data/xzhd/258701.shtml	中国农业科学院农产品加工研究所	加工所	2015/7/17	0
xzhd	2015/7/17	http://www.caas.cn/ysxw/xzhd/258698.shtml	果树所召开创新工程试点期中期监测会议	./data/xzhd/258698.shtml	中国农业科学院果树研究所	果树所	2015/7/17	0
xzhd	2015/7/17	http://www.caas.cn/ysxw/xzhd/258697.shtml	院科技局局长梅旭荣到质标所作报告	./data/xzhd/258697.shtml	中国农业科学院农业质量标准与检测技术研究所	质标所	2015/7/17	0
xzhd	2015/7/17	http://www.caas.cn/ysxw/xzhd/258695.shtml	草原所举办羊草全基因组测序中期进展研讨会	./data/xzhd/258695.shtml	中国农业科学院草原研究所	草原所	2015/7/17	0
xzhd	2015/7/17	http://www.caas.cn/ysxw/xzhd/258693.shtml	哈尔滨兽医所召开2015年度中期汇报暨发展战略研讨会	./data/xzhd/258693.shtml	中国农业科学院哈尔滨兽医研究所	哈尔滨兽医所	2015/7/17	0
yw	2015/7/17	http://www.caas.cn/ysxw/dwzw/258691.shtml	中国农科院获得农业部职工乒乓球比赛团体总分第一名	./data/dwzw/258691.shtml	中国农业科学院直属机关党委	机关党委	2015/7/17	0
gjhz	2015/7/20	http://www.caas.cn/ysxw/gjhz/258738.shtml	联系“中老”关系的“水牛情”	./data/gjhz/258738.shtml	中国农业科学院水牛研究所	水牛所	2015/7/20	0
gnhz1	2015/7/20	http://www.caas.cn/ysxw/gnhz1/258742.shtml	生物所与安徽农大生命科学学院签署合作协议	./data/gnhz1/258742.shtml	中国农业科学院生物技术研究所	生物所	2015/7/20	0
dwzw	2015/7/20	http://www.caas.cn/ysxw/dwzw/258751.shtml	围绕国家重大需求 积极开展成果转化工作	./data/dwzw/258751.shtml	中国农业科学院成果转化局	成果转化局	2015/7/20	0
dwzw	2015/7/20	http://www.caas.cn/ysxw/dwzw/258744.shtml	质标所群团组织完成换届选举工作	./data/dwzw/258744.shtml	中国农业科学院农业质量标准与检测技术研究所	质标所	2015/7/20	0
zjgd	2015/7/20	http://www.caas.cn/ysxw/zjgd/258728.shtml	辛翔飞等：新形势下稳定和提高我国粮食综合生产能力面临的挑战与对策建议	./data/zjgd/258728.shtml	中国农业科学院农业经济与发展研究所	农经所	2015/7/20	0
xzhd	2015/7/20	http://www.caas.cn/ysxw/xzhd/258740.shtml	食品产地溯源理论与技术培训班在京举行	./data/xzhd/258740.shtml	中国农业科学院农产品加工研究所	加工所	2015/7/20	0
yw	2015/7/20	http://www.caas.cn/ysxw/dwzw/258751.shtml	围绕国家重大需求 积极开展成果转化工作	./data/dwzw/258751.shtml	中国农业科学院成果转化局	成果转化局	2015/7/20	0
rcjy	2015/7/21	http://www.caas.cn/ysxw/rcjy/258762.shtml	农业部2014年度“西部之光”访问学者新疆特培学员培养工作总结会中国农科院召开	./data/rcjy/258762.shtml	中国农业科学院人事局	人事局	2015/7/21	0
gnhz1	2015/7/21	http://www.caas.cn/ysxw/gnhz1/258790.shtml	植保所与安徽农大植保学院签署合作协议	./data/gnhz1/258790.shtml	中国农业科学院植物保护研究所	植保所	2015/7/21	0
dwzw	2015/7/21	http://www.caas.cn/ysxw/dwzw/258769.shtml	中国农科院开展“三严三实”专题教育纪实	./data/dwzw/258769.shtml	中国农业科学院人事局	人事局	2015/7/21	0
dwzw	2015/7/21	http://www.caas.cn/ysxw/dwzw/258757.shtml	水稻所召开2015年年中工作总结大会	./data/dwzw/258757.shtml	中国水稻研究所	水稻所	2015/7/21	0
yw	2015/7/21	http://www.caas.cn/ysxw/dwzw/258769.shtml	中国农科院开展“三严三实”专题教育纪实	./data/dwzw/258769.shtml	中国农业科学院人事局	人事局	2015/7/21	0
rcjy	2015/7/22	http://www.caas.cn/ysxw/rcjy/258809.shtml	麻类所举办新进职工入职培训	./data/rcjy/258809.shtml	中国农业科学院麻类研究所	麻类所	2015/7/22	0
gjhz	2015/7/23	http://www.caas.cn/ysxw/gjhz/258844.shtml	哈尔滨兽医所举办中欧合作项目第三次学术研讨会	./data/gjhz/258844.shtml	中国农业科学院哈尔滨兽医研究所	哈尔滨兽医所	2015/7/23	0
